0,Country,Region,Renovation work,Material,Thickness [cm],Lambda [mK/W],Uw [W/m2K],Power [kW],Solar collector area [m2],Capacity [l],Price [€/m2],Price [€],Price [€/kW],"Source Author, Title, Year",Source link,,,,,
9,Netherlands,General,PV,,,,,,,,," 2,200.00 € ", -   € ,SunCharged. Solar Panels. 2025,https://www.suncharged.nl/solar-panels,,,,,
9,Netherlands,General,Solar thermal panels,,,,,,,200,," 3,650.00 € ", -   € ,Bobex.nl. Thermische Zonnepanelen: Info & Prijzen. 2025,"https://www.bobex.nl/nl-nl/zonnepanelen/thermische-zonnepanelen/#:~:text=voor%20warm%20water.-,Wat%20kosten%20thermische%20zonnepanelen%3F,plaatsing%20en%20btw)",,,,,
10,Poland,General,Wall insulation,MW,30,0.03,,,,, 56.76 € ,, -   € ,Rados?aw Murat. Jak ociepli? ?ciany zewn?trzne - koszt docieplenia domu murowanego. 2024 ,https://muratordom.pl/budowa/sciany-murowane/jak-ocieplic-sciany-zewnetrzne-koszty-docieplenia-domu-murowanego-aa-mZ3N-gY1L-bn3a.html#source=nces&medium=coll ,,,,,
10,Poland,General,Wall insulation - additional,,,,,,,,,, -   € ,,,,,,,
10,Poland,General,Roof insulation - Accessible,MW,25,0.03,,,,, 51.60 € ,, -   € ,Rafa? Zawadzki. Ocieplenie poddasza styropianem czy we?n? - kluczowe ró?nice. 2024,https://flookstudio.pl/ocieplenie-poddasza-styropianem-czy-welna-kluczowe-roznice,,,,,
10,Poland,General,Roof insulation - Makeover,,,,,,,,,, -   € ,,,,,,,
10,Poland,General,Floor insulation,EPS,,,,,,, 30.48 € ,, -   € ,Aneta Wojtczak. Ile kosztuje ocieplenie domu w 2025 roku? 2025,https://renowa24.pl/Ile-kosztuje-ocieplenie-domu-w-2024-roku-blog-pol-1636717079.html?srsltid=AfmBOor9-HoUzyxmsX79Hj5uPuuKqMXFj81It7xYNNbwK7tSprHIwsmc#link5,,,,,
10,Poland,General,Windows,PVC,,,0.9,,,, 156.00 € ,, -   € ,Polski Program Finansowania Efektywno?ci Energetycznej w Budynkach Mieszkalnych (PolREFF). Wymiana okien i drzwi. 2025,https://polreff.org/poradnik/wymiana-okien-i-drzwi/,,,,,
10,Poland,General,Air-water Heat Pump,,,,,32,,,," 14,520.00 € ", 453.75 € ,Czep?o Filip. Optimization of construction costs and demand for renewable energy in the life cycle of an example building. 2023 ,http://dx.doi.org/10.5604/01.3001.0053.8499,,,,,
10,Poland,General,Condensing boiler,,,,,22,,,," 6,000.00 € ", 272.73 € ,Polski Program Finansowania Efektywno?ci Energetycznej w Budynkach Mieszkalnych (PolREFF). Wymiana okien i drzwi. 2025,https://polreff.org/poradnik/wymiana-okien-i-drzwi/,,,,,
10,Poland,General,PV,,,,,1,,,, 969.00 € , 969.00 € ," Rzeczpospolita, Instytut Energetyki Odnawialnej. Average unit price of photovoltaic installation depending on power in Poland in 2020. 2020",https://www.statista.com/statistics/1124327/poland-average-unit-price-of-pv-installation-depending-on-power/,,,,,
10,Poland,General,Solar thermal panels,,,,,,,180,," 4,240.00 € ", -   € ,Polski Program Finansowania Efektywno?ci Energetycznej w Budynkach Mieszkalnych (PolREFF). Wymiana okien i drzwi. 2025,https://polreff.org/poradnik/wymiana-okien-i-drzwi/,,,,,
11,Slovakia,General,Wall insulation,EPS,15,0.03,,,,, 77.31 € ,, -   € ,Saint-Gobain Weber. Cena za zateplenie domu. 2025,https://www.sk.weber/aka-je-cena-zateplenia-domu,,,,,
11,Slovakia,General,Wall insulation - additional,EPS,15,0.03,,,,, 14.21 € ,, -   € ,Saint-Gobain Weber. Cena za zateplenie domu. 2026,https://www.sk.weber/aka-je-cena-zateplenia-domu,,,,,
11,Slovakia,General,Roof insulation - Accessible,,,,,,,, 27.60 € ,, -   € ,Slovenskej agentúry životného prostredia. Program Obnov Dom. Kalkula?ka predpokladanej výšky príspevku na obnovu rodinného domu. 2025,https://obnovdom.sk/,,,,,
11,Slovakia,General,Roof insulation - Makeover,,,,,,,,,, -   € ,,,,,,,
11,Slovakia,General,Floor insulation,XPS,10,0.035,,,,, 44.00 € ,, -   € ,Numiq.com. Cena za podlahárske práce. 2025,https://numiq.com/sk/stavebne-prace/podlaharske-prace,,,,,
11,Slovakia,General,Windows,Al with TB,,,0.8,,,, 801.00 € ,, -   € ,Slovenskej agentúry životného prostredia. Program Obnov Dom. Kalkula?ka predpokladanej výšky príspevku na obnovu rodinného domu. 2025,https://obnovdom.sk/,,,,,
11,Slovakia,General,Air-water Heat Pump,,,,,,,,," 1,092.50 € ", -   € ,Slovenskej agentúry životného prostredia. Program Obnov Dom. Kalkula?ka predpokladanej výšky príspevku na obnovu rodinného domu. 2026,https://obnovdom.sk/,,,,,
11,Slovakia,General,Condensing boiler,,,,,,,,," 1,725.00 € ", -   € ,Slovenskej agentúry životného prostredia. Program Obnov Dom. Kalkula?ka predpokladanej výšky príspevku na obnovu rodinného domu. 2027,https://obnovdom.sk/,,,,,
11,Slovakia,General,PV,,,,,,,,, 954.50 € , -   € ,Slovenskej agentúry životného prostredia. Program Obnov Dom. Kalkula?ka predpokladanej výšky príspevku na obnovu rodinného domu. 2028,https://obnovdom.sk/,,,,,
11,Slovakia,General,Solar thermal panels,,,,,,,200,, 770.50 € , -   € , Slovenskej agentúry životného prostredia. Program Obnov Dom. Kalkula?ka predpokladanej výšky príspevku na obnovu rodinného domu. 2029 ,https://obnovdom.sk/,,,,,
12,Spain,Madrid,Wall insulation,XPS,4,0.034,,,,, 73.55 € ,, -   € ,Instituto Valenciano de la Edificación. Base de Datos de Construcción. ENTA.1abcaaa. 2024 ,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,Wall insulation - additional,XPS,2,0.034,,,,, 2.95 € ,, -   € ,ENTA.1abcaaa Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,Wall insulation,EPS,4,0.036,,,,, 78.65 € ,, -   € ,ENTA.1bbcaaa Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,Wall insulation - additional,EPS,2,0.036,,,,, 3.95 € ,, -   € ,ENTA.1bbcaaa Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,Roof insulation - Accessible,MW,4,0.039,,,,, 171.14 € ,, -   € ,EQAV.2aaaa Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,Roof insulation - Makeover,XPS,10,0.029,,,,, 173.47 € ,, -   € ,EQAV.2ahaa EQAV.2aaaa Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,Roof insulation - Makeover,EPS,10,0.034,,,,, 184.33 € ,, -   € ,EQAV.2alaa EQAV.2aaaa Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,Floor insulation,MW,3,0.036,,,,, 9.87 € ,, -   € ,Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,Floor insulation,XPS,4,0.027,,,,, 14.88 € ,, -   € ,Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,Floor insulation,EPS,4,0.034,,,,, 13.12 € ,, -   € ,Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,Windows,PVC,,,1.3,,,, 349.94 € ,, -   € ,Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,Windows,Al,,,,,,, 318.73 € ,, -   € ,Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,Windows,Wood,,,1.1,,,, 560.03 € ,, -   € ,Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,Air-water Heat Pump,,,,,4,,,," 4,350.00 € "," 1,087.50 € ",Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,Condensing boiler,,,,,20,,,," 3,375.00 € ", 168.75 € ,Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,PV,,,,,4,,,," 4,450.00 € "," 1,112.50 € ",Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
12,Spain,Madrid,Solar thermal panels,,,,,,,,," 19,500.00 € ", -   € ,Instituto Valenciano de la Edificación. Base de Datos de Construcción. 2024,https://bdc.f-ive.es/,,,,,
13,Latvia,General,Wall insulation,MW,10,0.036,,,,, 76.95 € ,, -   € ,brigada.lv. Remonta darbu cenas 2025. 2025,https://brigada.lv/buvdarbu-izmaksas/,,,,,
13,Latvia,General,Wall insulation - additional,MW,2,0.036,,,,, 2.30 € ,, -   € ,brigada.lv. Remonta darbu cenas 2025. 2026,https://brigada.lv/buvdarbu-izmaksas/,,,,,
13,Latvia,General,Roof insulation - Accessible,,,,,,,, 35.00 € ,, -   € ,brigada.lv. Remonta darbu cenas 2025. 2027,https://brigada.lv/buvdarbu-izmaksas/,,,,,
13,Latvia,General,Roof insulation - Makeover,,,,,,,,,, -   € ,,,,,,,
13,Latvia,General,Floor insulation,MW,5,0.035,,,,, 39.10 € ,, -   € ,brigada.lv. Remonta darbu cenas 2025. 2026,https://brigada.lv/buvdarbu-izmaksas/,,,,,
13,Latvia,General,Windows,PVC,,,0.9,,,, 282.63 € ,, -   € ,,,,,,,
13,Latvia,General,Air-water Heat Pump,,,,,6,,,," 6,400.00 € "," 1,066.67 € ",,,,,,,
13,Latvia,General,Condensing boiler,,,,,24,,,," 2,000.00 € ", 83.33 € ,,,,,,,
13,Latvia,General,PV,,,,,1,,,," 1,400.00 € "," 1,400.00 € ",,,,,,,
13,Latvia,General,Solar thermal panels,,,,,,,,,, -   € ,,,,,,,
14,Finland,General,Wall insulation,MW,8,0.04,,,,, 250.00 € ,, -   € ,Remppatori. Oletko eristämässä taloasi? 2025,https://remppatori.fi/talo-ja-piha/eristys,,,,,
14,Finland,General,Wall insulation - additional,MW,2,0.04,,,,, 16.00 € ,, -   € ,,,,,,,
14,Finland,General,Roof insulation - Accessible,MW,30,0.04,,,,, 90.00 € ,, -   € ,,,,,,,
14,Finland,General,Roof insulation - Makeover,MW,25,0.04,,,,, 193.00 € ,, -   € ,"Niemelä, T., Levy, C., Kosonen, R., & Jokisalo, J. Cost-optimal renovation solutions to maximize environmental performance, indoor thermal conditions and productivity of office buildings in cold climate. 2017",https://doi.org/10.1016/j.scs.2017.04.009,,,,,
14,Finland,General,Floor insulation,PUR,15,0.022,,,,, 90.00 € ,, -   € ,Eemil Kraft on Urakkadiili. How much does it cost to insulate a cottage floor? 2022,https://urakkadiili.fi/mokin-lattian-eristys-hinta#kuinka-paljon-mokin-lattian-eristaminen-maksaa,,,,,
14,Finland,General,Windows,Wood,,,0.84,,,, 370.00 € ,, -   € ,"Niemelä, T., Levy, C., Kosonen, R., & Jokisalo, J. Cost-optimal renovation solutions to maximize environmental performance, indoor thermal conditions and productivity of office buildings in cold climate. 2017",https://doi.org/10.1016/j.scs.2017.04.009,,,,,
14,Finland,General,Air-water Heat Pump,,,,,1,,,," 1,500.00 € "," 1,500.00 € ","Esa Pursiheimo, Tomi J. Lindroos, Dennis Sundell, Miika Rämä, Ville Tulkki. Optimal investment analysis for heat pumps and nuclear heat in decarbonised Helsinki metropolitan district heating system. 2022",https://doi.org/10.1016/j.enss.2022.03.001,,,,,
14,Finland,General,Condensing boiler,,,,,23,,,," 3,995.00 € ", 173.70 € ,,,,,,,
14,Finland,General,PV,,,,,1,,,," 1,100.00 € "," 1,100.00 € ","Johannes Hyvönen, Taro Mori, Juha Saunavaara, Pauli Hiltunen, Matti Pärssinen, Sanna Syri. Potential of solar photovoltaics and waste heat utilization in cold climate data centers. Case study: Finland and northern Japan. 2024 ",https://doi.org/10.1016/j.rser.2024.114619,,,,,
14,Finland,General,Solar thermal panels,,,,,,,400,," 5,000.00 € ", -   € ,Suomirakentaa. Aurinko ja tuuli energialähteinä. 2025,https://www.suomirakentaa.fi/omakotirakentaja/laemmitys/aurinko-ja-tuuli-energialahteina,,,,,
15,Romania,General,Wall insulation,EPS,10,0.038,,,,, 46.00 € ,, -   € ,"Daibau.ro, Izola?ie exterioar? - Pre? fa?ad? cas? 2025, 2025",https://www.daibau.ro/preturi/fatade_case,,,,,
15,Romania,General,Wall insulation - additional,EPS,2,0.038,,,,, 1.40 € ,, -   € ,"Daibau.ro, Izola?ie exterioar? - Pre? fa?ad? cas? 2025, 2025",https://www.daibau.ro/preturi/fatade_case,,,,,
15,Romania,General,Roof insulation - Accessible,MW,16,,,,,, 20.40 € ,, -   € ,"Daibau.ro., Pre? manoper? acoperi? 2025 ",https://www.daibau.ro/preta/acoperisuri,,,,,
15,Romania,General,Roof insulation - Makeover,MW,16,,,,,, 62.40 € ,, -   € ,"Daibau.ro., Pre? manoper? acoperi? 2025 ",https://www.daibau.ro/preta/acoperisuri,,,,,
15,Romania,General,Floor insulation,,,,,,,,,, -   € ,,,,,,,
15,Romania,General,Windows,PVC,,,1.1,,,, 170.00 € ,, -   € ,"Ferestre direct.ro, Pre?uri pentru ferestre termopane în 2025: la ce s? fi?i aten?i?, 2025",https://ferestredirect.ro/ro/blog-articole/preturi-ferestre-termopan-2025,,,,,
15,Romania,General,Air-water Heat Pump,,,,,12,,,," 6,000.00 € ", 500.00 € ,"daibau.ro,Pomp? de c?ldur? pre?, 2025",https://www.daibau.ro/preturi/pompa_de_caldura,,,,,
15,Romania,General,Condensing boiler,,,,,,,,,, -   € ,,,,,,,
15,Romania,General,PV,,,,,3.3,,,," 3,950.00 € "," 1,196.97 € ",E.ON. Prinde oferta la sistemele fotovoltaice. 2025,https://www.eon.ro/panouri-fotovoltaice-clienti-casnici,,,,,
15,Romania,General,Solar thermal panels,,,,,,,,,, -   € ,,,,,,,
16,Belgium,General,Wall insulation,MW,20,0.038,,,,, 160.00 € ,, -   € ,"N. Baudoux. Construction, renovation: discover the evolution of the price of materials, room by room. 2023",https://multimedia.lecho.be/immobilier-construction-renovation-prix-materiaux/,,,,,
16,Belgium,General,Wall insulation - additional,MW,20,0.038,,,,, 37.83 € ,, -   € ,myrenov. Insulating the walls of your home: the complete guide. 2025,https://myrenov.be/en/energy-renovation/insulation/walls/,,,,,
16,Belgium,General,Roof insulation - Accessible,GW,20,0.038,,,,, 50.00 € ,, -   € ,myrenov. Thermal insulation for your roof: complete guide. 2025,https://myrenov.be/en/energy-renovation/insulation/roof/,,,,,
16,Belgium,General,Roof insulation - Makeover,MW,20,0.038,,,,, 120.00 € ,, -   € ,myrenov. Thermal insulation for your roof: complete guide. 2025,https://myrenov.be/en/energy-renovation/insulation/roof/,,,,,
16,Belgium,General,Floor insulation,MW,15,0.038,,,,,,, -   € ,"myrenov. Garage, cellar, floors: how to insulate the slab below. 2025",https://myrenov.be/en/energy-renovation/insulation/floor/,,,,,
16,Belgium,General,Windows,PVC,,,1.2,,,, 450.00 € ,, -   € ,,,,,,,
16,Belgium,General,Air-water Heat Pump,,,,,9,,,," 11,000.00 € "," 1,222.22 € ",HomeSkillz. Heat pump installation in Belgium: standards and regulations. 2025,https://homeskillz.com/en/pompe-a-chaleur/,,,,,
16,Belgium,General,Condensing boiler,,,,,,,,," 5,000.00 € ", -   € ,Morgane Mignolet. How much does a gas boiler cost and which type should you choose? 2024,https://www.energyprice.be/blog/how-much-does-a-gas-boiler-cost-which-type-to-choose,,,,,
16,Belgium,General,PV,,,,,1,,,," 2,000.00 € "," 2,000.00 € ","HomeSkillz. Installation of solar panels in belgium: standards, regulations and practical advice. 2025",https://homeskillz.com/en/panneaux-solaires/,,,,,
16,Belgium,General,Solar thermal panels,,,,,,,200,," 3,500.00 € ", -   € ,Solvari.Chauffage solaire. 2025,https://www.panneausolaire-info.be/chauffage-solaire,,,,,
17,Germany,General,Wall insulation,MW,10,0.033,,,,, 195.34 € ,, -   € ,"Thilo Koch, Samuel Achenbach, André Müller,  Anpassung der Kostenfunktionen energierelevanter Bauund Anlagenteile bei der energetischen Modernisierung, 2024",https://www.researchgate.net/publication/383122317_Anpassung_der_Kostenfunktionen_energierelevanter_Bau-_und_Anlagenteile_bei_der_energetischen_Modernisierung_von_Altbauten_auf_das_Preisniveau_2022_und_2023_Working_Paper,,Note:,Price depends on thickness. 10cm is an estimate. MW lambda value was taken from Rockwool website: https://rti.rockwool.com/applications/marine-and-offshore/comfort/basic-theory/,,
17,Germany,General,Wall insulation - additional,MW,2,0.033,,,,, 8.78 € ,, -   € ,"Thilo Koch, Samuel Achenbach, André Müller,  Anpassung der Kostenfunktionen energierelevanter Bauund Anlagenteile bei der energetischen Modernisierung, 2024",https://www.researchgate.net/publication/383122317_Anpassung_der_Kostenfunktionen_energierelevanter_Bau-_und_Anlagenteile_bei_der_energetischen_Modernisierung_von_Altbauten_auf_das_Preisniveau_2022_und_2023_Working_Paper,,,,,
17,Germany,General,Roof insulation - Accessible,MW,16,0.033,,,,, 94.24 € ,, -   € ,"Thilo Koch, Samuel Achenbach, André Müller,  Anpassung der Kostenfunktionen energierelevanter Bauund Anlagenteile bei der energetischen Modernisierung, 2024",https://www.researchgate.net/publication/383122317_Anpassung_der_Kostenfunktionen_energierelevanter_Bau-_und_Anlagenteile_bei_der_energetischen_Modernisierung_von_Altbauten_auf_das_Preisniveau_2022_und_2023_Working_Paper,,Note:,Price depends on thickness. 16cm is an estimate. MW lambda value was taken from Rockwool website: https://rti.rockwool.com/applications/marine-and-offshore/comfort/basic-theory/,,
17,Germany,General,Roof insulation - Makeover,MW,16,0.033,,,,, 337.01 € ,, -   € ,"Thilo Koch, Samuel Achenbach, André Müller,  Anpassung der Kostenfunktionen energierelevanter Bauund Anlagenteile bei der energetischen Modernisierung, 2024",https://www.researchgate.net/publication/383122317_Anpassung_der_Kostenfunktionen_energierelevanter_Bau-_und_Anlagenteile_bei_der_energetischen_Modernisierung_von_Altbauten_auf_das_Preisniveau_2022_und_2023_Working_Paper,,,,,
17,Germany,General,Floor insulation,XPS,10,0.034,,,,, 111.64 € ,, -   € ,"Thilo Koch, Samuel Achenbach, André Müller,  Anpassung der Kostenfunktionen energierelevanter Bauund Anlagenteile bei der energetischen Modernisierung, 2024",https://www.researchgate.net/publication/383122317_Anpassung_der_Kostenfunktionen_energierelevanter_Bau-_und_Anlagenteile_bei_der_energetischen_Modernisierung_von_Altbauten_auf_das_Preisniveau_2022_und_2023_Working_Paper,,Note:,Price depends on thickness. 10cm is an estimate. MW lambda value was taken from Ursa website: https://ursa.it/prodotto/ursa-xps-niii-l/,,
17,Germany,General,Windows,,,,0.95,,,, 598.75 € ,, -   € ,"Thilo Koch, Samuel Achenbach, André Müller,  Anpassung der Kostenfunktionen energierelevanter Bauund Anlagenteile bei der energetischen Modernisierung, 2024",https://www.researchgate.net/publication/383122317_Anpassung_der_Kostenfunktionen_energierelevanter_Bau-_und_Anlagenteile_bei_der_energetischen_Modernisierung_von_Altbauten_auf_das_Preisniveau_2022_und_2023_Working_Paper,,,,,
17,Germany,General,Air-water Heat Pump,,,,,20,,,," 34,340.00 € "," 1,717.00 € ","Deutsche Energie-Agentur GmbH, Technikkatalog Wärmeplanung, 2024",https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fapi.kww-halle.de%2Ffileadmin%2Fuser_upload%2FTechnikkatalog_W%25C3%25A4rmeplanung_Version_1.1_August24_CC-BY.xlsx&wdOrigin=BROWSELINK,,,,,
17,Germany,General,Condensing boiler,,,,,20,,,," 7,080.00 € ", 354.00 € ,"Deutsche Energie-Agentur GmbH, Technikkatalog Wärmeplanung, 2024",https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fapi.kww-halle.de%2Ffileadmin%2Fuser_upload%2FTechnikkatalog_W%25C3%25A4rmeplanung_Version_1.1_August24_CC-BY.xlsx&wdOrigin=BROWSELINK,,,,,
17,Germany,General,PV,,,,,5.7,,,," 7,695.00 € "," 1,350.00 € ",Photovoltaic Cost eXtremOS Short Report 2021,https://extremos.ffe.de/pdf/ShortReport_PV-Cost.pdf,,,,,
17,Germany,General,Solar thermal panels,,,,,10,17.8,500,," 10,040.00 € "," 1,004.00 € ","Deutsche Energie-Agentur GmbH, Technikkatalog Wärmeplanung, 2024",https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fapi.kww-halle.de%2Ffileadmin%2Fuser_upload%2FTechnikkatalog_W%25C3%25A4rmeplanung_Version_1.1_August24_CC-BY.xlsx&wdOrigin=BROWSELINK,,,,,
18,Ireland,General,Wall insulation,EPS,,,,,,, 100.00 € ,, -   € ,M. Keane. How Much Does It Cost to Insulate a House in Ireland? 2023,https://buildpro.ie/blog/cost-to-insulate-house-ireland,,,,,
18,Ireland,General,Wall insulation - additional,,,,,,,,,, -   € ,,,,,,,
18,Ireland,General,Roof insulation - Accessible,GW,,,,,,, 35.00 € ,, -   € ,OSBER. How much does it cost to insulate a house in Ireland? 2025,https://osber.ie/how-much-does-it-cost-to-insulate-a-house-in-ireland/,,,,,
18,Ireland,General,Roof insulation - Makeover,MW,,,,,,, 80.00 € ,, -   € ,OSBER. How much does it cost to insulate a house in Ireland? 2025,https://osber.ie/how-much-does-it-cost-to-insulate-a-house-in-ireland/,,,,,
18,Ireland,General,Floor insulation,MW,,,,,,, 50.00 € ,, -   € ,OSBER. How much does it cost to insulate a house in Ireland? 2025,https://osber.ie/how-much-does-it-cost-to-insulate-a-house-in-ireland/,,,,,
18,Ireland,General,Windows,,,,1.3,,,, 490.00 € ,, -   € ,window24.ie. Window Replacement Cost. 2025,"https://www.window24.ie/window-prices/window-replacement-cost/#:~:text=Table_title:%20How%20much%20do%20replacement%20windows%20cost?,per%20window:%20Average%20cost%20per%20window%20%7C",,,,,
18,Ireland,General,Air-water Heat Pump,,,,,3,,,," 12,000.00 € "," 4,000.00 € ",energyefficiency.ie. Heat Pump Cost Calculator. 2025,https://energyefficiency.ie/heat-pumps/heat-pump-cost-calculator/,,,,,
18,Ireland,General,Condensing boiler,,,,,24,,,," 2,950.00 € ", 122.92 € ,Dublin gasboiler. Gas Boiler Replacement. 2024,https://dublin-gasboilers.ie/gas-boiler-replacement-dublin/,,,,,
18,Ireland,General,PV,,,,,1,,,," 1,253.00 € "," 1,253.00 € ",Dean et al. Modelling solar photovoltaic systems on dairy farms for cost savings and GHG emission reduction. 2024,https://doi.org/10.1016/j.scitotenv.2024.174874,,,,,
18,Ireland,General,Solar thermal panels,,,,,,,100,,1100, -   € ,SEAI. A Homeowner’s Guide To Solar Thermal For Hot Water. 2019 ,https://www.seai.ie/sites/default/files/publications/Homeowners-Guide-To-Solar-Thermal.pdf,,,,,
